NAME,BRANCH,ADDRESS_EN,ADDRESS_TH,INDUSTRY,PHONE,FAX,WEB_SITE,GROUP_OF_COMPANY
"The Southeast Life Insurance Public Co., Ltd.",(Head Office),"The Southeast Building, 8-12 th Fl., 315 Silom Rd., Silom, Bangrak, Bangkok 10500",,"Bank, Investment and Insurance",02 6311331,,http://www.segroup.co.th/contactus.php,The Southeast Group
"The Southeast Life Insurance Public Co., Ltd.",(Head Office),"The Southeast Building, 8-12 th Fl., 315 Silom Rd., Silom, Bangrak, Bangkok 10500",,"Bank, Investment and Insurance",02 6311331,,http://www.segroup.co.th/contactus.php,The Southeast Group
"The Southeast Life Insurance Public Co., Ltd.",(Head Office),"The Southeast Building, 8-12 th Fl., 315 Silom Rd., Silom, Bangrak, Bangkok 10500",,"Bank, Investment and Insurance",02 6311331,,http://www.segroup.co.th/contactus.php,The Southeast Group
"The Value Systems Co., Ltd.",,"21st Fl., Serm-Mit Tower, 159/35 Sukhumvit 21 Road (Asok), North Klongtoey, Wattana, Bangkok 10110, Thailand",,Electronic,"02 6616666, 02 2612900 ",02 6616990,http://www.value.co.th,
"The Value Systems Co., Ltd.",,"21st Fl., Serm-Mit Tower, 159/35 Sukhumvit 21 Road (Asok), North Klongtoey, Wattana, Bangkok 10110, Thailand",,Electronic,"02 6616666, 02 2612900 ",02 6616990,http://www.value.co.th,
Thoresen & Co (Bangkok) Limited,(Head Office),"8th Fl., Orakarn Building, 26/26-27 Soi Chidlom, Ploenchit Rd., Pathumwan, Bangkok 10330 Thailand",,Marine,"02 2500569, 02 2548437",02 2549417,www.thoresen.com,Thoresen Group
Thoresen Service Center Limited,(Head Office),"8th Fl., Orakarn Building, 26/26-27 Soi Chidlom, Ploenchit Rd., Pathumwan, Bangkok 10330 Thailand",,Marine,"02 2500569, 02 2548437",02 6555632,www.thoresen.com,Thoresen Group
Thoresen Service Center Limited,(Head Office),"8th Fl., Orakarn Building, 26/26-27 Soi Chidlom, Ploenchit Rd., Pathumwan, Bangkok 10330 Thailand",,Marine,"02 2500569, 02 2548437",02 6555632,www.thoresen.com,Thoresen Group
Thoresen Service Center Limited,(Head Office),"8th Fl., Orakarn Building, 26/26-27 Soi Chidlom, Ploenchit Rd., Pathumwan, Bangkok 10330 Thailand",,Shipping,"02 2500569, 02 2548437",02 2546798,www.thoresen.com,Thoresen Group
Thoresen Service Center Limited,(Head Office),"8th Fl., Orakarn Building, 26/26-27 Soi Chidlom, Ploenchit Rd., Pathumwan, Bangkok 10330 Thailand",,Shipping,"02 2500569, 02 2548437",02 2546798,www.thoresen.com,Thoresen Group
Thoresen Shipping and Logistics Limited,(Head Office),"8th Fl., Orakarn Building, 26/26-27 Soi Chidlom, Ploenchit Rd., Pathumwan, Bangkok 10330 Thailand",,Logistics,"02 2500569, 02 2548437",02 6555631,www.thoresen.com,Thoresen Group
"Thoresen Thai Agencies Public Co., Ltd.",(Head Office),"8th Fl., Orakarn Building, 26/26-27 Soi Chidlom, Ploenchit Rd., Pathumwan, Bangkok 10330 Thailand",,Logistics,"02 2500569, 02 2548437",02 6555631,www.thoresen.com,Thoresen Group
"Thoresen Thai Agencies Public Co., Ltd.",(Head Office),"8th Fl., Orakarn Building, 26/26-27 Soi Chidlom, Ploenchit Rd., Pathumwan, Bangkok 10330 Thailand",,Logistics,"02 2500569, 02 2548437",02 6555631,www.thoresen.com,Thoresen Group
"Thoresen Thai Agencies Public Co., Ltd.",(Head Office),"8th Fl., Orakarn Building, 26/26-27 Soi Chidlom, Ploenchit Rd., Pathumwan, Bangkok 10330 Thailand",,Logistics,"02 2500569, 02 2548437",02 6555631,www.thoresen.com,Thoresen Group
"Thoresen Thai Agencies Public Co., Ltd.",(Head Office),"8th Fl., Orakarn Building, 26/26-27 Soi Chidlom, Ploenchit Rd., Pathumwan, Bangkok 10330 Thailand",,Logistics,"02 2500569, 02 2548437",02 6555631,www.thoresen.com,Thoresen Group
"Thoresen Thai Agencies Public Co., Ltd.",(Head Office),"8th Fl., Orakarn Building, 26/26-27 Soi Chidlom, Ploenchit Rd., Pathumwan, Bangkok 10330 Thailand",,Logistics,"02 2500569, 02 2548437",02 6555631,www.thoresen.com,Thoresen Group
"Thoresen Thai Agencies Public Co., Ltd.",(Head Office),"8th Fl., Orakarn Building, 26/26-27 Soi Chidlom, Ploenchit Rd., Pathumwan, Bangkok 10330 Thailand",,Logistics,"02 2500569, 02 2548437",02 6555631,www.thoresen.com,Thoresen Group
Thunder Oilfield Services (Thailand) Limited,,"118/26 Moo 4 Tambol Plutaluang, Amphur Sattahip, Province Chonburi, 20180 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 722281,038 722169,www.thunderoilfield.com,
Thunder Oilfield Services (Thailand) Limited,,"118/26 Moo 4 Tambol Plutaluang, Amphur Sattahip, Province Chonburi, 20180 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 722281,038 722169,www.thunderoilfield.com,
Thunder Oilfield Services (Thailand) Limited,,"118/26 Moo 4 Tambol Plutaluang, Amphur Sattahip, Province Chonburi, 20180 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 722281,038 722169,www.thunderoilfield.com,
Thunder Oilfield Services (Thailand) Limited,,"118/26 Moo 4 Tambol Plutaluang, Amphur Sattahip, Province Chonburi, 20180 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 722281,038 722169,www.thunderoilfield.com,
Thunder Oilfield Services (Thailand) Limited,,"118/26 Moo 4 Tambol Plutaluang, Amphur Sattahip, Province Chonburi, 20180 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 722281,038 722169,www.thunderoilfield.com,
Thunder Oilfield Services (Thailand) Limited,,"118/26 Moo 4 Tambol Plutaluang, Amphur Sattahip, Province Chonburi, 20180 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 722281,038 722169,www.thunderoilfield.com,
Thunder Oilfield Services (Thailand) Limited,,"118/26 Moo 4 Tambol Plutaluang, Amphur Sattahip, Province Chonburi, 20180 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 722281,038 722169,www.thunderoilfield.com,
Thunder Oilfield Services (Thailand) Limited,,"118/26 Moo 4 Tambol Plutaluang, Amphur Sattahip, Province Chonburi, 20180 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 722281,038 722169,www.thunderoilfield.com,
"TIFFA EDI SERVICES Co., Ltd.",,"3388/78, 81 อาคารสิรินรัตน์ ชั้น 22 ถนนพระราม 4 แขวงคลองตัน เขตคลองเตย กรุงเทพฯ 10110",,Transportation,02 6727000,,,
"TIFFA EDI Services Co., Ltd.",,"3388/78, 81 อาคารสิรินรัตน์ ชั้น 22 ถนนพระราม 4 แขวงคลองตัน เขตคลองเตย กรุงเทพฯ 10110",,Transportation,02 6727000,02 6728080,www.tiffaedi.com,
"TIFFA EDI Services Co., Ltd.",,"3388/78, 81 อาคารสิรินรัตน์ ชั้น 22 ถนนพระราม 4 แขวงคลองตัน เขตคลองเตย กรุงเทพฯ 10110",,Transportation,02 6727000,02 6728080,www.tiffaedi.com,
Tilleke & Gibbins International Limited,,"1011 Supalai Grand Tower, 20th-26th Fl., Rama III Rd., Chongnonsi, Yannawa, Bangkok 10120 Thailand",,Law firm,02 6535555,,,
Tilleke & Gibbins International Limited,,"1011 Supalai Grand Tower, 20th-26th Fl., Rama III Rd., Chongnonsi, Yannawa, Bangkok 10120 Thailand",,Law firm,02 6535555,,,
"Tipco Foods Public Co., Ltd.",,"Tipco Tower, 118/1 Rama 6 Rd., Samsen Nai, Phayathai, Bangkok 10400, Thailand",,Food & Beverage,02 2736200,,www.tipco.net,
"Tipco Foods Public Co., Ltd.",,"Tipco Tower, 118/1 Rama 6 Rd., Samsen Nai, Phayathai, Bangkok 10400, Thailand",,Food & Beverage,02 2736200,,www.tipco.net,
"Tipco Foods Public Co., Ltd.",,"Tipco Tower, 118/1 Rama 6 Rd., Samsen Nai, Phayathai, Bangkok 10400, Thailand",,Food & Beverage,02 2736200,,www.tipco.net,
"Tipco Foods Public Co., Ltd.",(Ayutthaya Site),"90/1 Moo 7 Phaholyothin Rd., Sanubtueb, Wangnoi, Ayutthaya 13130 Thailand",,Food & Beverage,035 723386-9,035 723421,www.tipco.net,
"Tipco Foods Public Co., Ltd.",(Ayutthaya Site),"90/1 Moo 7 Phaholyothin Rd., Sanubtueb, Wangnoi, Ayutthaya 13130 Thailand",,Food & Beverage,035 723386-9,035 723421,www.tipco.net,
"Tipco Foods Public Co., Ltd.",(Ayutthaya Site),"90/1 Moo 7 Phaholyothin Rd., Sanubtueb, Wangnoi, Ayutthaya 13130 Thailand",,Food & Beverage,035 723386-9,035 723421,www.tipco.net,
"Tipco Foods Public Co., Ltd.",(Ayutthaya Site),"90/1 Moo 7 Phaholyothin Rd., Sanubtueb, Wangnoi, Ayutthaya 13130 Thailand",,Food & Beverage,035 723386-9,035 723421,www.tipco.net,
"Tipco Foods Public Co., Ltd.",(Prachuapkhirikhan Site),"212 Moo 16, Phetkasem Rd., Muang District, Prachuapkhirikhan 77210",,Food & Beverage,032 811224-31,032 811240,www.tipco.net,
"Tipco Foods Public Co., Ltd.",(Prachuapkhirikhan Site),"212 Moo 16, Phetkasem Rd., Muang District, Prachuapkhirikhan 77210",,Food & Beverage,032 811224-31,032 811240,www.tipco.net,
"TMB Bank Public Co., Ltd.",(Head Office),"3000 PHAHOLYOTHIN Rd., LATYAO, CHATU CHAK Bangkok 10900",,"Bank, Investment and Insurance",02 2423609,,http://www.tmbbank.com/contact/index-en.php,
"TMB Bank Public Co., Ltd.",(Head Office),"3000 PHAHOLYOTHIN Rd., LATYAO, CHATU CHAK Bangkok 10900",,"Bank, Investment and Insurance",02 2423609,,http://www.tmbbank.com/contact/index-en.php,
"TMB Bank Public Co., Ltd.",(Head Office),"3000 PHAHOLYOTHIN Rd., LATYAO, CHATU CHAK Bangkok 10900",,"Bank, Investment and Insurance",02 2423609,,http://www.tmbbank.com/contact/index-en.php,
"TMB Bank Public Co., Ltd.",(Head Office),"3000 PHAHOLYOTHIN Rd., LATYAO, CHATU CHAK Bangkok 10900",,"Bank, Investment and Insurance",02 2991111,,www.tmbbank.com,
"TMB Bank Public Co., Ltd.",(Head Office),"3000 PHAHOLYOTHIN Rd., LATYAO, CHATU CHAK Bangkok 10900",,"Bank, Investment and Insurance",02 2991111,,www.tmbbank.com,
"TMB Bank Public Co., Ltd.",(Head Office),"3000 PHAHOLYOTHIN Rd., LATYAO, CHATU CHAK Bangkok 10900",,"Bank, Investment and Insurance","02 2991253, 63",,,
"TMB Bank Public Co., Ltd.",(Head Office),"3000 PHAHOLYOTHIN Rd., LATYAO, CHATU CHAK Bangkok 10900",,"Bank, Investment and Insurance","02 2991253, 63",,,
"TMB Bank Public Co., Ltd.",(Head Office),"3000 PHAHOLYOTHIN Rd., LATYAO, CHATU CHAK Bangkok 10900",,"Bank, Investment and Insurance","02 2991253, 63",,,
"TMB Bank Public Co., Ltd.",(Head Office),"3000 PHAHOLYOTHIN Rd., LATYAO, CHATU CHAK Bangkok 10900",,"Bank, Investment and Insurance","02 2991253, 63",,,
"TOC Glycol Co., Ltd.",,"9 Soi G-12, Eastern Industrial Estate, Pakorn Songkhraorat Rd., Tambon Map Ta Phut, Amphur Muang Rayong, Rayong 21150, Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 994000,,,PTT GC Group
"TOC Glycol Co., Ltd.",,"9 Soi G-12, Eastern Industrial Estate, Pakorn Songkhraorat Rd., Tambon Map Ta Phut, Amphur Muang Rayong, Rayong 21150, Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 994000,,,PTT GC Group
"TOC Glycol Co., Ltd.",,"555/1 Energy Complex, Building A, 15th fl., Vibhavadi Rangsit Rd., Chatuchak, Chatuchak, Bangkok 10900 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 994000,038 994448,,
"TOC Glycol Co., Ltd.",,"9 Soi G-12, Eastern Industrial Estate, Pakorn Songkhraorat Rd., Tambon Map Ta Phut, Amphur Muang Rayong, Rayong 21150, Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 994000,,,PTT GC Group
"TOC Glycol Co., Ltd.",,"9 Soi G-12, Eastern Industrial Estate, Pakorn Songkhraorat Rd., Tambon Map Ta Phut, Amphur Muang Rayong, Rayong 21150, Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 994000,,,PTT GC Group
"TOC Glycol Co., Ltd.",,"9 Soi G-12, Eastern Industrial Estate, Pakorn Songkhraorat Rd., Tambon Map Ta Phut, Amphur Muang Rayong, Rayong 21150, Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 994000,,,PTT GC Group
"Tochu Thailand Co., Ltd.",,"388 M.6 Niyom-Klongsuan Rd., Klongniyomyatra, Bangbo, Samutprakan 10560",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 3175381-8,02 3175151,www.tochuthailand.com,
"Tokio Marine Insurance (Thailand) Public Co., Ltd.",(Head Office),"40th Fl., Empire Tower, 195 South Sathorn Rd., Yannawa, Sathorn, Bangkok 10120 Thailand",,"Bank, Investment and Insurance",02 6868888,02 6868600,www.tokiomarine.co.th,Tokio Marine Group
"Tokio Marine Insurance (Thailand) Public Co., Ltd.",(Head Office),"40th Fl., Empire Tower, 195 South Sathorn Rd., Yannawa, Sathorn, Bangkok 10120 Thailand",,"Bank, Investment and Insurance",02 6868888,02 6868600,www.tokiomarine.co.th,Tokio Marine Group
"Tokio Marine Insurance (Thailand) Public Co., Ltd.",(Head Office),"40th Fl., Empire Tower, 195 South Sathorn Rd., Yannawa, Sathorn, Bangkok 10120 Thailand",,"Bank, Investment and Insurance",02 6868888,02 6868600,www.tokiomarine.co.th,Tokio Marine Group
"Tokio Marine Insurance (Thailand) Public Co., Ltd.",(Head Office),"40th Fl., Empire Tower, 195 South Sathorn Rd., Yannawa, Sathorn, Bangkok 10120 Thailand",,"Bank, Investment and Insurance",02 6868888,02 6868600,www.tokiomarine.co.th,Tokio Marine Group
"Tokio Marine Insurance (Thailand) Public Co., Ltd.",(Head Office),"40th Fl., Empire Tower, 195 South Sathorn Rd., Yannawa, Sathorn, Bangkok 10120 Thailand",,"Bank, Investment and Insurance",02 6868888,02 6868600,www.tokiomarine.co.th,Tokio Marine Group
"Tokio Marine Life Insurance (Thailand) Public Co., Ltd.",,"195 Empire Tower Building, 26th Fl., South Sathorn Rd., Yannawa, Sathorn, Bangkok 10120",,"Bank, Investment and Insurance",02 6701400,,http://www.tokiomarinelife.co.th,
"Tokio Marine Life Insurance (Thailand) Public Co., Ltd.",(Head Office),"195 Empire Tower Building, 26th Fl., South Sathorn Rd., Yannawa, Sathorn, Bangkok 10120",,"Bank, Investment and Insurance",02 6701400,,http://www.tokiomarinelife.co.th,Tokio Marine Group
"Tokio Marine Life Insurance (Thailand) Public Co., Ltd.",(Head Office),"195 Empire Tower Building, 26th Floor, South Sathorn Road, Yannawa, Sathorn, Bangkok 10120",,"Bank, Investment and Insurance",02 6701400,,http://www.tokiomarinelife.co.th,Tokio Marine Group
"Tokio Marine Life Insurance (Thailand) Public Co., Ltd.",(Head Office),"195 Empire Tower Building, 26th Floor, South Sathorn Road, Yannawa, Sathorn, Bangkok 10120",,"Bank, Investment and Insurance",02 6701400,,http://www.tokiomarinelife.co.th,Tokio Marine Group
"Tokio Marine Life Insurance (Thailand) Public Co., Ltd.",(Head Office),"195 Empire Tower Building, 26th Fl., South Sathorn Rd., Yannawa, Sathorn, Bangkok 10120",,"Bank, Investment and Insurance",02 6701400,,http://www.tokiomarinelife.co.th,Tokio Marine Group
"Tokio Marine Life Insurance (Thailand) Public Co., Ltd.",(Head Office),"195 Empire Tower Building, 26th Fl., South Sathorn Rd., Yannawa, Sathorn, Bangkok 10120",,"Bank, Investment and Insurance",02 6701400,,http://www.tokiomarinelife.co.th,Tokio Marine Group
"Tokio Marine Life Insurance (Thailand) Public Co., Ltd.",(Head Office),"195 Empire Tower Building, 26th Floor, South Sathorn Road, Yannawa, Sathorn, Bangkok 10120",,"Bank, Investment and Insurance",02 6701400,,http://www.tokiomarinelife.co.th,Tokio Marine Group
"Tokio Marine Life Insurance (Thailand) Public Co., Ltd.",(Head Office),"195 Empire Tower Building, 26th Fl., South Sathorn Rd., Yannawa, Sathorn, Bangkok 10120",,"Bank, Investment and Insurance",02 6701400,,http://www.tokiomarinelife.co.th,Tokio Marine Group
"Tokio Marine Life Insurance (Thailand) Public Co., Ltd.",,"195 Empire Tower Building, 26th Fl., South Sathorn Rd., Yannawa, Sathorn, Bangkok 10120",,"Bank, Investment and Insurance",02 6701400,,http://www.tokiomarinelife.co.th,
"Tokio Marine Life Insurance (Thailand) Public Co., Ltd.",(Head Office),"195 Empire Tower Building, 26th Floor, South Sathorn Road, Yannawa, Sathorn, Bangkok 10120",,"Bank, Investment and Insurance",02 6701400,,http://www.tokiomarinelife.co.th,Tokio Marine Group
"Tokio Marine Life Insurance (Thailand) Public Co., Ltd.",(Head Office),"195 Empire Tower Building, 26th Fl., South Sathorn Rd., Yannawa, Sathorn, Bangkok 10120",,"Bank, Investment and Insurance",02 6701400,,http://www.tokiomarinelife.co.th,Tokio Marine Group
Toll Warehouse (Thailand) Limited,,"49/1 Moo 1 Bangna-Trad Highway Km. 21 Bangsaothong District, Samutprakarn 10540, Thailand",,Logistics,02 7698900,02 3128436,www.tollgroup.com,Toll Group
Toll Warehouse (Thailand) Limited,,"49/1 Moo 1 Bangna-Trad Highway Km. 21 Bangsaothong District, Samutprakarn 10540, Thailand",,Logistics,02 7698900,02 3128436,www.tollgroup.com,Toll Group
"TOP Solvent Co., Ltd.",,"555/1 Energy Complex Building A, 11th Fl., Vibhavadi Rangsit Rd., Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 7972993,02 7972983,,
"Top Solvent Co., Ltd.",,"555/1 Energy Complex Building A, 11th Fl., Vibhavadi Rangsit Rd., Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas","02 7972993, 02 2990003",,,
"TOT Public Co., Ltd.",,174 หมู่ 2 ตำบลบางเขน อำเภอเมือง จังหวัดนนทบุรี 11000,,Communication,02 5961117,02 5918087,www.tot.co.th,
"TOT Public Co., Ltd.",,174 หมู่ 2 ตำบลบางเขน อำเภอเมือง จังหวัดนนทบุรี 11000,,Communication,02 5961117,02 5918087,www.tot.co.th,
"TOT Public Co., Ltd.",,174 หมู่ 2 ตำบลบางเขน อำเภอเมือง จังหวัดนนทบุรี 11000,,Communication,02 5961117,02 5918087,www.tot.co.th,
"Toyo Ink (Thailand) Co., Ltd.",,"34/1 Moo 14 Bangchan Industrial Estate, Serithai Rd., Minburi Sub-District, Minburi District, Bangkok 10510 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 9063315-9,02 9198610,,
"Toyo Ink (Thailand) Co., Ltd.",,"34/1 Moo 14 Bangchan Industrial Estate, Serithai Rd., Minburi Sub-District, Minburi District, Bangkok 10510 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 9063315-9,02 9198610,www.toyoink.co.th,
"Toyo Ink (Thailand) Co., Ltd.",,"34/1 Moo 14 Bangchan Industrial Estate, Serithai Rd., Minburi Sub-District, Minburi District, Bangkok 10510 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 9063315-9,02 9198610,,
"Toyo Ink (Thailand) Co., Ltd.",,"34/1 Moo 14 Bangchan Industrial Estate, Serithai Rd., Minburi Sub-District, Minburi District, Bangkok 10510 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 9063395-9,02 9198610,,
"Toyo Ink (Thailand) Co., Ltd.",,"34/1 Moo 14 Bangchan Industrial Estate, Serithai Rd., Minburi Sub-District, Minburi District, Bangkok 10510 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 9063395-9,02 9198610,,
"Toyota Boshoku Asia Co., Ltd.",,"801 Kanchanapisek Rd., Prawet Sub-District, Prawet District, Bangkok 10250 Thailand",,Automotive,02 3295000,02 1869788,www.toyota-boshoku-asia.com,Denso Group
"Toyota Boshoku Asia Co., Ltd.",,"801 Kanchanapisek Rd., Prawet Sub-District, Prawet District, Bangkok 10250 Thailand",,Automotive,02 3295000,,,Denso Group
"Toyota Boshoku Asia Co., Ltd.",,"801 Kanchanapisek Rd., Prawet Sub-District, Prawet District, Bangkok 10250 Thailand",,Automotive,02 3295000,02 1869788,www.toyota-boshoku-asia.com,Denso Group
"Toyota Boshuku Asia Co., Ltd.",,"801 Kanchanapisek Rd., Prawet Sub-District, Prawet District, Bangkok 10250 Thailand",,Automotive,02 3295000,,http://www.toyota-boshoku-asia.com,
"Toyota Tsusho (Thailand) Co., Ltd.",(Head Office),"607 Asoke-Dindaeng Rd., Kwaeng Dindaeng, Khet Dindaeng, Bangkok 10400 Thailand",,Automotive ,02 6255555,02 6255591,www.tttc.co.th,
"Toyota Tsusho (Thailand) Co., Ltd.",(Head Office),"607 Asoke-Dindaeng Rd., Kwaeng Dindaeng, Khet Dindaeng, Bangkok 10400 Thailand",,Automotive ,02 6255555,02 6255591,www.tttc.co.th,
"Toyota Tsusho (Thailand) Co., Ltd.",(Head Office),"607 Asoke-Dindaeng Rd., Kwaeng Dindaeng, Khet Dindaeng, Bangkok 10400 Thailand",,Automotive ,02 6255555,02 6255591,www.tttc.co.th,
"Toyo-Thai Corporation Public Co., Ltd.",(Head Office),"159/41-44 Sermmit Tower, 27th-30th Fl. , Sukhumvit 21(Asoke) Rd., North Klongtoey, Wattana, Bangkok 10110 Thailand",,Construction,02 2608505-6,02 2608525-6,http://www.toyo-thai.com/scripts/contactus.asp,
"Toyo-Thai Corporation Public Co., Ltd.",(Head Office),"159/41-44 Sermmit Tower, 27th-30th Fl. , Sukhumvit 21(Asoke) Rd., North Klongtoey, Wattana, Bangkok 10110 Thailand",,Construction,02 2608505-6,02 2608525-6,http://www.toyo-thai.com/scripts/contactus.asp,
"Toyo-Thai Corporation Public Co., Ltd.",(Head Office),"159/41-44 Sermmit Tower, 27th-30th Fl. , Sukhumvit 21(Asoke) Rd., North Klongtoey, Wattana, Bangkok 10110 Thailand",,Construction,02 2608505-6,02 2608525-6,http://www.toyo-thai.com/scripts/contactus.asp,
"Toyo-Thai Corporation Public Co., Ltd.",(Head Office),"159/41-44 Sermmit Tower, 27th-30th Fl. , Sukhumvit 21(Asoke) Rd., North Klongtoey, Wattana, Bangkok 10110 Thailand",,Construction,02 2608505-6,02 2608525-6,http://www.toyo-thai.com/scripts/contactus.asp,
"Toyo-Thai Corporation Public Co., Ltd.",(Head Office),"159/41-44 Sermmit Tower, 27th-30th Fl. , Sukhumvit 21(Asoke) Rd., North Klongtoey, Wattana, Bangkok 10110 Thailand",,Construction,02 2608505-6,02 2608525-6,http://www.toyo-thai.com/scripts/contactus.asp,
"TPT Petrochemicals Public Co., Ltd.",,"3, I-7 Map Ta Phut Industrial Estate Rd., Map Ta Phut, Muang, Rayong 21150, Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 683288-9,,,
"TPT Petrochemicals Public Co., Ltd.",,"3, I-7 Map Ta Phut Industrial Estate Rd., Map Ta Phut, Muang, Rayong 21150, Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 683288-9,,,
Trans Thai-Malaysia (Thailand) Limited,(Head Office),"181 Moo 8, Talingchan, Chana, Songkhla 90130",,"Chemical, Petrochemical, Petroleum, Oil & Gas",074 320700,074 302707-8,www.ttm-jda.com,
Trans Thai-Malaysia (Thailand) Limited,(Head Office),"181 Moo 8, Talingchan, Chana, Songkhla 90130",,"Chemical, Petrochemical, Petroleum, Oil & Gas",074 320700,074 302707-8,www.ttm-jda.com,
TRB Chemedica (Thailand) Limited,(Head Office),"No.66 Q.House Asoke Building, 19th Flr., Sukhumvit 21 Rd; North Klongtoey Subdistrict, Wattana District, Bangkok 10110",,Pharmaceutical,02 2642010-4,02 2642015,http://www.trbchemedica.com/index.php?option=com_content&task=view&id=2&Itemid=28,
TRB Chemedica (Thailand) Limited,(Head Office),"No.66 Q.House Asoke Building, 19th Flr., Sukhumvit 21 Rd; North Klongtoey Subdistrict, Wattana District, Bangkok 10110",,Pharmaceutical,02 2642010-4,02 2642015,http://www.trbchemedica.com/index.php?option=com_content&task=view&id=2&Itemid=28,
TRB Chemedica (Thailand) Limited,(Head Office),"No.66 Q.House Asoke Building, 19th Flr., Sukhumvit 21 Rd; North Klongtoey Subdistrict, Wattana District, Bangkok 10110",,Pharmaceutical,02 2642010-4,02 2642015,http://www.trbchemedica.com/index.php?option=com_content&task=view&id=2&Itemid=28,
TRB Chemedica (Thailand) Limited,(Head Office),"No.66 Q.House Asoke Building, 19th Flr., Sukhumvit 21 Rd; North Klongtoey Subdistrict, Wattana District, Bangkok 10110",,Pharmaceutical,02 2642010-4,02 2642015,http://www.trbchemedica.com/index.php?option=com_content&task=view&id=2&Itemid=28,
TRB Chemedica (Thailand) Limited,(Head Office),"No.66 Q.House Asoke Building, 19th Flr., Sukhumvit 21 Rd; North Klongtoey Subdistrict, Wattana District, Bangkok 10110",,Pharmaceutical,02 2642010-4,02 2642015,http://www.trbchemedica.com/index.php?option=com_content&task=view&id=2&Itemid=28,
"Tri Energy Co., Ltd.",(Office),"1550 Thanapoom Tower, 16th Fl., New Petchburi Rd. Makkasan, Ratchathewi, Bangkok 10400 Thailand. ",,Energy,02 2070307-14,02 2070315,http://www.trienergy.co.th/,
"Tri Energy Co., Ltd.",(Project Site),"Ch. 39 Moo 5, Ratchaburi - Huaypai Rd., Baan Nongrak, Tambon Hinkong, Amphur Ratchaburi, Ratchaburi 70000",,Energy,032 719000,032 719099,http://www.trienergy.co.th/,
"Tri Petch Isuzu Sales Co., Ltd.",,"1088 Vibhavadi Rangsit Rd., Chatuchak, Bangkok 10900, Thailand",,Automotive ,02 9662111-20,,,
"Tri Petch Isuzu Sales Co., Ltd.",,"1088 Vibhavadi Rangsit Rd., Chatuchak, Bangkok 10900, Thailand",,Automotive ,02 9662111-20,,,
"Tri Petch Isuzu Sales Co., Ltd.",,"1088 Vibhavadi Rangsit Rd., Chatuchak, Bangkok 10900, Thailand",,Automotive,02 9662111-20,,,
"Triple i Asia Cargo Co., Ltd.",,"628 6th Floor, Triple i Building, Soi Klab Chom, Nonsee Road, Chongnonsee, Yannawa Bangkok 10120",,Logistics,02 7509990,038 401495,,
"Triple i Asia Cargo Co., Ltd.",,"628 6th Floor, Triple i Building, Soi Klab Chom, Nonsee Road, Chongnonsee, Yannawa Bangkok 10120",,Logistics,02 7509990,,,
"True Visions Cable Public Co., Ltd.",,"118/1  Tipco  Building, Rama  VI Road, Phayathai, Bangkok  10400 Thailand",,Telecom,02 6159000,,www.Truevisionstv.com,True Corp
"True Visions Cable Public Co., Ltd.",,"118/1  Tipco  Building, Rama  VI Road, Phayathai, Bangkok  10400 Thailand",,Telecom,02 6159000,,www.Truevisionstv.com,True Corp
"True Visions Cable Public Co., Ltd.",,"118/1  Tipco  Building, Rama  VI Road, Phayathai, Bangkok  10400 Thailand",,Telecom,02 6159000,,www.Truevisionstv.com,True Corp
"TTW Public Co., Ltd.",(Head Office),"30/130 Moo 12, Buddha Monthon 5 Rd., Rai Khing, Sam Pran, Nakhon Pathom 73210 Thailand",,Utilities,02 8117526,02 42060646,www.thaitap.com,
"TTW Public Co., Ltd.",(Head Office),"30/130 Moo 12, Buddha Monthon 5 Rd., Rai Khing, Sam Pran, Nakhon Pathom 73210 Thailand",,Utilities,02 8117526,02 42060646,www.thaitap.com,
